en,fr,es,it
:[name=Dresseur]:Je ne perdrai plus jamais contre toi !,:[name=Dresseur]:Je ne perdrai plus jamais contre toi !,:[name=Dresseur]:Je ne perdrai plus jamais contre toi !,:[name=Dresseur]:Je ne perdrai plus jamais contre toi !
":[name=Miaouss]:Héhé, je vais faire plein de gribouilli, tu vas voir je \nlvais lui refaire le portrait moi à \c[2]Celebi\c[0].",":[name=Miaouss]:Héhé, je vais faire plein de gribouilli, tu vas voir je \nlvais lui refaire le portrait moi à \c[2]Celebi\c[0].",":[name=Miaouss]:Héhé, je vais faire plein de gribouilli, tu vas voir je \nlvais lui refaire le portrait moi à \c[2]Celebi\c[0].",":[name=Miaouss]:Héhé, je vais faire plein de gribouilli, tu vas voir je \nlvais lui refaire le portrait moi à \c[2]Celebi\c[0]."
:[name=Miaouss]:Qu'est ce tu me veux toi ?! Tu veux une coupe au carré ?!,:[name=Miaouss]:Qu'est ce tu me veux toi ?! Tu veux une coupe au carré ?!,:[name=Miaouss]:Qu'est ce tu me veux toi ?! Tu veux une coupe au carré ?!,:[name=Miaouss]:Qu'est ce tu me veux toi ?! Tu veux une coupe au carré ?!
:[name=Miaouss]:\c[2]Miaouss\c[0] s'envole vers d'autre cieux !,:[name=Miaouss]:\c[2]Miaouss\c[0] s'envole vers d'autre cieux !,:[name=Miaouss]:\c[2]Miaouss\c[0] s'envole vers d'autre cieux !,:[name=Miaouss]:\c[2]Miaouss\c[0] s'envole vers d'autre cieux !
":[name=Fillette]:Je rêve ou ce \c[2]Miaouss\c[0] nous a parlé ?! \nlJe ne savais même pas que des \c[2]Pokémon\c[0] pouvez parler notre langue.\nlLaisse moi soigner tes \c[2]Pokémon\c[0], nous avons encore du chemin à faire.",":[name=Fillette]:Je rêve ou ce \c[2]Miaouss\c[0] nous a parlé ?! \nlJe ne savais même pas que des \c[2]Pokémon\c[0] pouvez parler notre langue.\nlLaisse moi soigner tes \c[2]Pokémon\c[0], nous avons encore du chemin à faire.",":[name=Fillette]:Je rêve ou ce \c[2]Miaouss\c[0] nous a parlé ?! \nlJe ne savais même pas que des \c[2]Pokémon\c[0] pouvez parler notre langue.\nlLaisse moi soigner tes \c[2]Pokémon\c[0], nous avons encore du chemin à faire.",":[name=Fillette]:Je rêve ou ce \c[2]Miaouss\c[0] nous a parlé ?! \nlJe ne savais même pas que des \c[2]Pokémon\c[0] pouvez parler notre langue.\nlLaisse moi soigner tes \c[2]Pokémon\c[0], nous avons encore du chemin à faire."
"Fillette : Je reve ou ce \c[2]Miaouss\c[0] nous a parlé ?! \nlJe ne savais même pas que des \c[2]Pokémon\c[0] pouvez parler notre langue.\nlLaisse moi soigner tes \c[2]Pokémon\c[0], nous avons encore du chemin à faire.","Fillette : Je reve ou ce \c[2]Miaouss\c[0] nous a parlé ?! \nlJe ne savais même pas que des \c[2]Pokémon\c[0] pouvez parler notre langue.\nlLaisse moi soigner tes \c[2]Pokémon\c[0], nous avons encore du chemin à faire.","Fillette : Je reve ou ce \c[2]Miaouss\c[0] nous a parlé ?! \nlJe ne savais même pas que des \c[2]Pokémon\c[0] pouvez parler notre langue.\nlLaisse moi soigner tes \c[2]Pokémon\c[0], nous avons encore du chemin à faire.","Fillette : Je reve ou ce \c[2]Miaouss\c[0] nous a parlé ?! \nlJe ne savais même pas que des \c[2]Pokémon\c[0] pouvez parler notre langue.\nlLaisse moi soigner tes \c[2]Pokémon\c[0], nous avons encore du chemin à faire."
:[align=center]:\s[i]Je rêve ou ce \c[2]Miaouss\c[0] vient de me parler ?!\s[r],:[align=center]:\s[i]Je rêve ou ce \c[2]Miaouss\c[0] vient de me parler ?!\s[r],:[align=center]:\s[i]Je rêve ou ce \c[2]Miaouss\c[0] vient de me parler ?!\s[r],:[align=center]:\s[i]Je rêve ou ce \c[2]Miaouss\c[0] vient de me parler ?!\s[r]
":[face=250,Cha,300;name=Cha Poketoonz]:Salut \n[1] !\nlJ'ai fait le tour de la forêt et je n'ai rien trouvé à propos des artéfacts... par contre j'ai eu des informations sur la pierre mousse qui se trouve juste à coté de nous !",":[face=250,Cha,300;name=Cha Poketoonz]:Salut \n[1] !\nlJ'ai fait le tour de la forêt et je n'ai rien trouvé à propos des artéfacts[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] par contre j'ai eu des informations sur la pierre mousse qui se trouve juste à coté de nous !",":[face=250,Cha,300;name=Cha Poketoonz]:Salut \n[1] !\nlJ'ai fait le tour de la forêt et je n'ai rien trouvé à propos des artéfacts... par contre j'ai eu des informations sur la pierre mousse qui se trouve juste à coté de nous !",":[face=250,Cha,300;name=Cha Poketoonz]:Salut \n[1] !\nlJ'ai fait le tour de la forêt et je n'ai rien trouvé à propos des artéfacts... par contre j'ai eu des informations sur la pierre mousse qui se trouve juste à coté de nous !"
":[face=250,Cha,300;name=Cha Poketoonz]:Apparemment, elle émet des fluides qui peuvent faire évoluer certains \c[2]Pokémon\c[0] comme \c[2]Evoli\c[0].\nlIl suffit de se battre dans les alentours !\nlAu passage, sa texture est plutôt agrèable.",":[face=250,Cha,300;name=Cha Poketoonz]:Apparemment, elle émet des fluides qui peuvent faire évoluer certains \c[2]Pokémon\c[0] comme \c[2]Evoli\c[0].\nlIl suffit de se battre dans les alentours !\nlAu passage, sa texture est plutôt agrèable.",":[face=250,Cha,300;name=Cha Poketoonz]:Apparemment, elle émet des fluides qui peuvent faire évoluer certains \c[2]Pokémon\c[0] comme \c[2]Evoli\c[0].\nlIl suffit de se battre dans les alentours !\nlAu passage, sa texture est plutôt agrèable.",":[face=250,Cha,300;name=Cha Poketoonz]:Apparemment, elle émet des fluides qui peuvent faire évoluer certains \c[2]Pokémon\c[0] comme \c[2]Evoli\c[0].\nlIl suffit de se battre dans les alentours !\nlAu passage, sa texture est plutôt agrèable."
":[face=250,Cha,300;name=Cha Poketoonz]:Allez je file, je vais aller chercher des indices du coté de l'Ile Liberté.\nlÀ plus !",":[face=250,Cha,300;name=Cha Poketoonz]:Allez je file, je vais aller chercher des indices du coté de l'Ile Liberté.\nlÀ plus !",":[face=250,Cha,300;name=Cha Poketoonz]:Allez je file, je vais aller chercher des indices du coté de l'Ile Liberté.\nlÀ plus !",":[face=250,Cha,300;name=Cha Poketoonz]:Allez je file, je vais aller chercher des indices du coté de l'Ile Liberté.\nlÀ plus !"
